,created_at,tweet_id,user_id,tweet,screen_name,in_reply_to_user_id,hashtags
0,Sat May 12 15:58:53 +0000 2018,995332494974210048,492271155,"RT @carloscarmo98: -Manel, algo que decir sobre tu actuación en Eurovision?
-Kikiriketediga https://t.co/yXGYtKmJoM",Alba137,,[]
1,Sat May 12 15:58:54 +0000 2018,995332495783727105,295119361,RT @DougJ7777: If Britain wins #Eurovision then we have to rejoin the EU. It's in the rules. #Eurovision2018,DougJ7777,,"[{'text': 'Eurovision', 'indices': [31, 42]}, {'text': 'Eurovision2018', 'indices': [93, 108]}]"
2,Sat May 12 15:58:54 +0000 2018,995332497029332994,2903799443,RT @AndreaMBaeza: Enserio esto es BRUTAL. ESTAMOS TODOS A UNA CON ELLOS!!!!!!!! OS QUEREMOS!! ❤️💛❤️ #aMaiaALFRED12POINTS #AmaiaAlfredLisboa…,cf_pablochape,,"[{'text': 'aMaiaALFRED12POINTS', 'indices': [100, 120]}, {'text': 'AmaiaAlfredLisboa', 'indices': [121, 139]}]"
3,Sat May 12 15:58:53 +0000 2018,995332494185680897,945629878153510912,"8. беларусь • 2018 
#eurovision https://t.co/eWK7qRykgz",blcklcfr,9.456298781535109e+17,"[{'text': 'eurovision', 'indices': [20, 31]}]"
4,Sat May 12 15:58:54 +0000 2018,995332497419403265,2304873134,"RT @Mystificus: Of course I'll watch #eurovision tonight. After all, 200 million people can't be wrong, can they?
Er...🍊🔫...",EcuadorDon,,"[{'text': 'eurovision', 'indices': [37, 48]}]"
5,Sat May 12 15:58:54 +0000 2018,995332497943777281,1390564530,"RT @KlNGNEUER: Me when Europeans make fun of Eurovision VS Me when Americans make fun of Eurovision

#Eurovision #EuroSemi2 https://t.co/HW…",BitterSweetMei,,"[{'text': 'Eurovision', 'indices': [101, 112]}, {'text': 'EuroSemi2', 'indices': [113, 123]}]"
6,Sat May 12 15:58:54 +0000 2018,995332498153529344,912957841,Eurovision song contest 2018 tonight!!!!!!,666asstrid,,[]
7,Sat May 12 15:58:54 +0000 2018,995332497918570496,1558027326,"RT @itsjonjol: Europe! Vote for Spain, vote for song number 2! ✨
--
Europa! Votad a España, votad por la canción número 2! ✨

#Eurovision #…",paurrodriguez15,,"[{'text': 'Eurovision', 'indices': [126, 137]}]"
8,Sat May 12 15:58:54 +0000 2018,995332498312843264,975882575788077057,"RT @r3alityfan: Miriam, Agoney y Cepeda usando la palabra “magia” para dar ánimos a Amaia &amp; Alfred. Tal vez de eso vaya la noche... de ilus…",demarcaribe,,[]
9,Sat May 12 15:58:54 +0000 2018,995332497142636551,91148757,@foureira_eleni La ganadora de Eurovisión 2018!! Es una diosaaaa!!!  #elenifoureira #fuego #eurovision #esc2018… https://t.co/qX3b7BbH7m,dragonred84,626038909.0,"[{'text': 'elenifoureira', 'indices': [69, 83]}, {'text': 'fuego', 'indices': [84, 90]}, {'text': 'eurovision', 'indices': [91, 102]}, {'text': 'esc2018', 'indices': [103, 111]}]"
10,Sat May 12 15:58:54 +0000 2018,995332499403411457,984083689159176192,"Saturday chills with bae, hands up who’s not watching Eurovision… https://t.co/9y7pH0nO4X",whatdoiknowbest,,[]
11,Sat May 12 15:58:54 +0000 2018,995332498661003264,734409667733008384,@AndrewDawes71 @SuzanneEvans1 @ConstantinStHe1 The tweet was directed at citizens of other countries partaking in t… https://t.co/iTcmyPtLit,fenton_herbert,9.287100146463089e+17,[]
12,Sat May 12 15:58:55 +0000 2018,995332500489752577,161259039,Looking forward to @Eurovision @bbceurovision tonight and rooting for @surieofficial who has strong competition. Sh… https://t.co/wLf9a6yFud,femaledetects,,[]
13,Sat May 12 15:58:55 +0000 2018,995332500271632384,488372338,"RT @latitaana: @Amaia_ot2017 y @Alfred_ot2017 actuarán en el puesto ✌️, el puesto de la VICTORIA ✌️. #Eurovision #SuperFan #ILoveEurovision…",anamunozbravo,,"[{'text': 'Eurovision', 'indices': [101, 112]}, {'text': 'SuperFan', 'indices': [113, 122]}, {'text': 'ILoveEurovision', 'indices': [123, 139]}]"
14,Sat May 12 15:58:55 +0000 2018,995332500930080769,112300300,El caso será que perderemos y en dos ratos de esto nadie se acordará de #Eurovision. Y luego todos a otra cosa.,Wallmi,112300300.0,"[{'text': 'Eurovision', 'indices': [72, 83]}]"
15,Sat May 12 15:58:55 +0000 2018,995332500598804480,981822924767285248,https://t.co/utbZgJfBg8 https://t.co/VaI6iaVtu3,Putnik_Vremeni,,[]
16,Sat May 12 15:58:55 +0000 2018,995332501081153536,18818299,"RT @Jem_Collins: Media and journalism friends, I need you to do something during #Eurovision this evening. And that something is to drink a…",Billy_Floyd,,"[{'text': 'Eurovision', 'indices': [81, 92]}]"
17,Sat May 12 15:58:55 +0000 2018,995332501294940160,149920207,"RT @FonGoesWest: 364 días al año: que asco españa

día de #eurovision: https://t.co/m8yWbNmZEg",IvanAT_CEDC,,"[{'text': 'eurovision', 'indices': [58, 69]}]"
18,Sat May 12 15:58:55 +0000 2018,995332502171602945,971987012,"RT @eurovisionde: ESC-Fans aufgepasst: Auf der Reeperbahn wird wieder traditionell gefeiert. Alle Infos zum ""Countdown für Lissabon"" und Pu…",Freuwesen,,[]
19,Sat May 12 15:58:55 +0000 2018,995332502301630464,416883574,"RT @Coucou22550209: @Comte_Fersen J'avoue que je ne suis pas l'Eurovision, ça ne m'intéresse pas. Les chansons y sont nulles. Et encore plu…",antoine_nantes,,[]
20,Sat May 12 15:58:55 +0000 2018,995332502259732481,215658326,"RT @Clossssssssss: Europe vote for the SONG 02 tonight at Eurovision 2018 ❤

🇪🇸
'Tú canción'
Amaia &amp; Alfred 
#Eurovision #AllAboard https:/…",eurovisionfansp,,"[{'text': 'Eurovision', 'indices': [113, 124]}, {'text': 'AllAboard', 'indices': [125, 135]}]"
21,Sat May 12 15:58:55 +0000 2018,995332502867898369,216790065,"RT @teleaudiencias: #Eurovision: ¡¡IMPORTANTE!! RT/MG
Si eres español, vives fuera de España y quieres votar esta noche a Alfred y Amaia en…",eseKakel,,"[{'text': 'Eurovision', 'indices': [20, 31]}]"
22,Sat May 12 15:58:57 +0000 2018,995332508857270272,888490505889361921,"Getting ready for anime AND Eurovision with friends tonight! 😄

I won't be talking about Eurovision here, that's fo… https://t.co/BPdlV3KJQq",AGirlAndAnime,,[]
23,Sat May 12 15:58:57 +0000 2018,995332509876531200,2846851624,"RT @ebanutaya03: #Eurovision 
Звание человека-мема этого Евровижна официально присваивается Венгру. https://t.co/t8GnY3TWSE",enrishi,,"[{'text': 'Eurovision', 'indices': [17, 28]}]"
24,Sat May 12 15:58:57 +0000 2018,995332508911796231,1517833273,Do people still watch the Eurovision https://t.co/pBoESkDavB,Siborg1967,,[]
25,Sat May 12 15:58:57 +0000 2018,995332510379859968,2743025891,RT @Sisisisimba1045: Miriam deseando suerte a Alfred y Amaia en #Eurovision #AmaiaAlfred12points https://t.co/zFxV7273Fm,selenasmagicx,,"[{'text': 'Eurovision', 'indices': [64, 75]}, {'text': 'AmaiaAlfred12points', 'indices': [76, 96]}]"
26,Sat May 12 15:58:57 +0000 2018,995332511604658176,979106444665671682,"RT @Jotawy: Portugal la última en dar sus puntos

Vamos a estar hasta el final sufriendo por sus 12 :_________ https://t.co/ijB5lKwLOm",horasmuertas_me,,[]
27,Sat May 12 15:58:57 +0000 2018,995332512284102657,995330156763013120,RT @superpidge: One of the most exciting #SaturdayMorning ‘s the whole of Europe has arrived. Tonight @Eurovision is here to show the amazi…,blairhofrichte5,,"[{'text': 'SaturdayMorning', 'indices': [41, 57]}]"
28,Sat May 12 15:58:58 +0000 2018,995332512800002048,294116508,"RT @Geoelte_Spinne: #Europe, it's time to troll Britain.

Vote for #UK in #Eurovision tonight. Then next year, after Brexit day, the UK wil…",ll_Conor_ll,,"[{'text': 'Europe', 'indices': [20, 27]}, {'text': 'UK', 'indices': [67, 70]}, {'text': 'Eurovision', 'indices': [74, 85]}]"
29,Sat May 12 15:58:58 +0000 2018,995332513060081664,970706992292560896,RT @el_show_de_SAM: El show de SAM (@el_show_de_sam): VÍDEO: Las 46 canciones de Eurovisión en 16 minutos  https://t.co/mkmCI5W9JN,el_show_de_SAM,,[]
30,Sat May 12 15:58:58 +0000 2018,995332513320054784,16513555,¡Subelamusica News está disponible! https://t.co/wOGnAW6rqW Gracias a @javivacas @dodmagazine @cervezasambar #eurovision #warpmagazine88,Subelamusica,,"[{'text': 'eurovision', 'indices': [109, 120]}, {'text': 'warpmagazine88', 'indices': [121, 136]}]"
31,Sat May 12 15:58:59 +0000 2018,995332517761777664,928582807701610496,RT @pol_chamorro: MUCHA SUERTE CAMPEONES!!!! alfred_ot2017 amaia_ot2017 #eurovision… https://t.co/41Tp0Tsodb,Xttinamarbec15,,"[{'text': 'eurovision', 'indices': [72, 83]}]"
32,Sat May 12 15:58:59 +0000 2018,995332517954600962,503822833,"MY BOP! But.. is that a flat?
#Eurovision #POL",ravanneclaw,503822833.0,"[{'text': 'Eurovision', 'indices': [30, 41]}, {'text': 'POL', 'indices': [42, 46]}]"
33,Sat May 12 15:58:59 +0000 2018,995332518906945536,3223756997,RT @eurofestivalit: Intervista ad @MetaErmal e @FabrizioMoroOff : “Partecipare all’#Eurovision è fantastico!” #ESCITA #ESC2018 #NonMiAveteF…,EBonvissuto,,"[{'text': 'Eurovision', 'indices': [83, 94]}, {'text': 'ESCITA', 'indices': [110, 117]}, {'text': 'ESC2018', 'indices': [118, 126]}]"
34,Sat May 12 15:58:59 +0000 2018,995332518890102784,814041323808452609,@EuroGuido Hate to depress people further but Eurovision is on tonight and its bound to be followed by remoaners ex… https://t.co/yP8EuUTa5M,pythagoras65,3899497877.0,[]
35,Sat May 12 15:58:59 +0000 2018,995332519104040960,1207361636,"No sabia que alguns que canvien sovint de nom,han fet curset amb la bruixa Lola. #Eurovision",barjuaoption,,"[{'text': 'Eurovision', 'indices': [81, 92]}]"
36,Sat May 12 15:58:59 +0000 2018,995332520358170624,2727172624,"RT @serperort: Tucan-ción
#EuroSemi2 #Eurovision https://t.co/cfIpFSSc4N",pablobaceiredo,,"[{'text': 'EuroSemi2', 'indices': [26, 36]}, {'text': 'Eurovision', 'indices': [37, 48]}]"
37,Sat May 12 15:59:00 +0000 2018,995332520878202882,2841462491,"@Superbrioche Réaction de mon chéri : ""je suis sur qu'il vient de se rendre compte que c'etait l'eurovision ce soir… https://t.co/UBXJOcfZyW",lulute44,174246451.0,[]
38,Sat May 12 15:58:59 +0000 2018,995332520655970304,976282015187251200,"RT @PalomaGQuiros: Me da igual cómo queden. Son músicos, de verdad. Son sinceros, educados y te dan oro en cada entrevista. 
España ya ha g…",Charlotte141117,,[]
39,Sat May 12 15:59:00 +0000 2018,995332522568507400,14873984,"#Eurovision 1985 
The UK gain 4th place in Gothenburg thanks to Vikki with ‘Love Is’ 
The look is SO 1985

https://t.co/NM4dv0R5Z8",Nickking,,"[{'text': 'Eurovision', 'indices': [0, 11]}]"
40,Sat May 12 15:59:00 +0000 2018,995332522182561793,132506126,"Ottimo consiglio di @ElisaDospina a poche ore dalla finalissima, un riepilogo delle 43 canzoni in gara all'… https://t.co/rCPughuDyA",TIM_Official,,[]
41,Sat May 12 15:59:00 +0000 2018,995332523273129986,746787407853461504,Bobbysocks - La Det Swinge (1985 Norway Eurovision Entry &amp; Winner),chesilradio,,[]
42,Sat May 12 15:59:00 +0000 2018,995332523843612672,367057524,Hoy es el dia! :3 #Eurovision,Jezgreninja,,"[{'text': 'Eurovision', 'indices': [18, 29]}]"
43,Sat May 12 15:59:01 +0000 2018,995332527349956608,935238594142359554,RT @Eurovision: The day has come! A new #Eurovision winner will be crowned tonight. Who will it be? #AllAboard https://t.co/ARkpidaIHW,aigeb_,,"[{'text': 'Eurovision', 'indices': [40, 51]}, {'text': 'AllAboard', 'indices': [100, 110]}]"
44,Sat May 12 15:59:01 +0000 2018,995332527719055360,889918826892099587,RT @DavidMasi95: La EBU ha prohibido a Mango TV (#China🇨🇳) seguir emitiendo el Festival de #Eurovision por haber censurado la actuación de…,Candusky3,,"[{'text': 'China', 'indices': [49, 55]}, {'text': 'Eurovision', 'indices': [91, 102]}]"
45,Sat May 12 15:59:01 +0000 2018,995332528075665409,549979333,"RT @sthelenafocus: ""At Waterloo Napoleon did surrender.."" After that he was off to St Helena. On #Eurovision weekend you did not think I wo…",martinreimann,,"[{'text': 'Eurovision', 'indices': [97, 108]}]"
46,Sat May 12 15:59:01 +0000 2018,995332529086451712,908986849770827776,"RT @DeezerFR: Ce soir c'est l'@EurovisionF2 sur @France2tv 🎉 On a réuni @MadameMonsieur, @AlmaOfficiel, @BernStephane et @CWillem pour évoq…",Hunou11,,[]
47,Sat May 12 15:59:02 +0000 2018,995332530059571200,2915876975,"RT @MartiBennett: Big Hero 6 just starting on BBC1, Eurovision later. S'all good.",JustDiogo,,[]
48,Sat May 12 15:59:02 +0000 2018,995332531376590849,948122835465265153,"RT @Anne_Hidalgo: J-1 avant l'#Eurovision. Sur les réseaux sociaux, @Paris affiche son soutien à @MadameMonsieur, le couple parisien qui re…",Fermine4,,"[{'text': 'Eurovision', 'indices': [30, 41]}]"
49,Sat May 12 15:59:02 +0000 2018,995332530684465154,868006275229134850,"“si la agenda me lo permite, veré Eurovision con todos mis compañeros” 😂 y nos lo creímos",realityandos,,[]
50,Sat May 12 15:59:02 +0000 2018,995332531053580290,990446026719887360,"RT @Ryouka69: Der absolute Wahnsinn was sie da macht. ❤️
#ESC2018 
#ESC 
#Eurovision https://t.co/aray7A2RQt",name_egal,,"[{'text': 'ESC2018', 'indices': [57, 65]}, {'text': 'ESC', 'indices': [67, 71]}, {'text': 'Eurovision', 'indices': [73, 84]}]"
51,Sat May 12 15:59:02 +0000 2018,995332529489174528,2850046486,someone ask dan at the m&amp;g how sad he is that he’s missing eurovision bc i’m really going to miss his tweets about it,bloggerhowell,,[]
52,Sat May 12 15:59:02 +0000 2018,995332532672573440,2905337608,"ich bin gespannt oLo ich gucks zwar nicht an (da streame ich), aber das klingt, als würde Spanien mit ""Bella Ciao""… https://t.co/txPWZDDFVO",Gambling_Otaku,,[]
53,Sat May 12 15:59:03 +0000 2018,995332536703254529,2610040706,LOS JUEGUITOS DE LA JAM DE #Eurovision https://t.co/PV75jJlN3v,serendipia_s,,"[{'text': 'Eurovision', 'indices': [27, 38]}]"
54,Sat May 12 15:59:03 +0000 2018,995332537034604544,1628946350,"RT @AlfredGDaily: Pol Chamorro también apoya a Alfred y Amaia en #Eurovision #AmaiaAlfred12points.
https://t.co/gPIJaeC9m5 https://t.co/fZy…",sweetdreeam6,,"[{'text': 'Eurovision', 'indices': [65, 76]}, {'text': 'AmaiaAlfred12points', 'indices': [77, 97]}]"
55,Sat May 12 15:59:03 +0000 2018,995332537215016966,291929377,RT @eamonjohngannon: Is anyone else looking forward to the Eurovision song contest tonight? I have always watched it &amp; I'm old enough to re…,misslindseyh,,[]
56,Sat May 12 15:59:04 +0000 2018,995332537936379905,285350385,"@superzappeur Ah mais tellement, c'est bien représentatif du traitement qu'a l'Eurovision dans ce pays. Enfin, Fran… https://t.co/wH0hZlbpye",KEY9481,2784477231.0,[]
57,Sat May 12 15:59:04 +0000 2018,995332540184526849,246722675,IMPORTANTE. Para todos los que estaremos viviéndolo en vivo. Todos a una. #esc2018 #allaboard #eurovision… https://t.co/33ChHMoA7f,JoniLara,,"[{'text': 'esc2018', 'indices': [74, 82]}, {'text': 'allaboard', 'indices': [83, 93]}, {'text': 'eurovision', 'indices': [94, 105]}]"
58,Sat May 12 15:59:04 +0000 2018,995332541375762433,579448044,RT @sinead_ryan: Can all the Irish in Bilbao for #LEIvR92 vote in #Eurovision because we should ask them!!,DeeDeelicious73,,"[{'text': 'LEIvR92', 'indices': [49, 57]}, {'text': 'Eurovision', 'indices': [66, 77]}]"
59,Sat May 12 15:59:04 +0000 2018,995332541736542209,855710525182947328,"RT @MarmotteDroite: RT si tu ne regardes pas l’ #Eurovision ce soir 

Non #Mercy #MadameMonsieur https://t.co/02OZ5R1c1e",NormandieSnoopy,,"[{'text': 'Eurovision', 'indices': [48, 59]}, {'text': 'Mercy', 'indices': [74, 80]}, {'text': 'MadameMonsieur', 'indices': [81, 96]}]"
60,Sat May 12 15:59:05 +0000 2018,995332542394847232,853348895845269504,RT @Eurovision: The day has come! A new #Eurovision winner will be crowned tonight. Who will it be? #AllAboard https://t.co/ARkpidaIHW,xocalyssa,,"[{'text': 'Eurovision', 'indices': [40, 51]}, {'text': 'AllAboard', 'indices': [100, 110]}]"
61,Sat May 12 15:59:05 +0000 2018,995332542713794560,754836430489280512,"RT @dhelliers: For those curious how DoReDos are doing it
Full vid: https://t.co/YJtxecaELU
#Eurovision https://t.co/sNjNqAdIWT",plumlyn,,"[{'text': 'Eurovision', 'indices': [92, 103]}]"
62,Sat May 12 15:59:05 +0000 2018,995332543221202944,935238594142359554,RT @iwilldancealone: @Eurovision Haven’t watched the semis yet but I can feel an Icelandic win brewing!!,aigeb_,,[]
63,Sat May 12 15:59:05 +0000 2018,995332543913381888,146059439,#Eurovision #favouritetimeoftheyear 🙌🙌🙌,alanjohnroberts,,"[{'text': 'Eurovision', 'indices': [0, 11]}, {'text': 'favouritetimeoftheyear', 'indices': [12, 35]}]"
64,Sat May 12 15:59:05 +0000 2018,995332544995512321,163921029,"RT @SternsMusic: Have you seen the interval acts 😍 @_MayraAndrade_ @anamoura
@caetanoveloso @marizaoficial and more!
https://t.co/sOOAzU2PSW",djnigelw,,[]
65,Sat May 12 15:59:05 +0000 2018,995332544999710722,357739360,@20m Netta mejor calla y escucha este año Israel la memez de Eurovision e igual ganas.,AMADORGUADA,31090827.0,[]
66,Sat May 12 15:59:05 +0000 2018,995332545855348738,544256674,RT @SwordGH: Belén Esteban responde a Salvador Sobral. #Eurovision2018 #AllAboard #Eurovision https://t.co/XxFPNWlipT,Angel_Pitufo,,"[{'text': 'Eurovision2018', 'indices': [55, 70]}, {'text': 'AllAboard', 'indices': [71, 81]}, {'text': 'Eurovision', 'indices': [82, 93]}]"
67,Sat May 12 15:59:06 +0000 2018,995332546408910848,1003834496,RT @_Parao: Rt si crees que España en Eurovision quedará por detrás del Málaga.,PGMelendezHG,,[]
68,Sat May 12 15:59:06 +0000 2018,995332547067498496,625451480,RT @Eurovision: The day has come! A new #Eurovision winner will be crowned tonight. Who will it be? #AllAboard https://t.co/ARkpidaIHW,MarcoSoares19,,"[{'text': 'Eurovision', 'indices': [40, 51]}, {'text': 'AllAboard', 'indices': [100, 110]}]"
69,Sat May 12 15:59:06 +0000 2018,995332547436535810,858701865164386304,RT @Hadise: #Eurovision finali bu akşam! 9 sene önce bu heyecanı yaşayan biri olarak keşke yeniden Türkiye olarak yarışmaya katılsak ve hey…,ESCHeadline,,"[{'text': 'Eurovision', 'indices': [12, 23]}]"
70,Sat May 12 15:59:06 +0000 2018,995332548581568519,2731031380,"RT @jessbrammar: Tonight I'm going to a Eurovision party that can't be held on the actual night because the host, who is one of my best fri…",_tara_tweets,,[]
71,Sat May 12 15:59:06 +0000 2018,995332548321579008,331744835,I'm revising and I've gotta get up for work at 5am tomorrow so I'm skipping Eurovision this year. Legitimately devastated.,millygribben,,[]
72,Sat May 12 15:59:06 +0000 2018,995332548938158091,970706992292560896,RT @el_show_de_SAM: El show de SAM (@el_show_de_sam): VÍDEO: Las 46 canciones de Eurovisión en 16 minuto... https://t.co/mkmCI5W9JN,el_show_de_SAM,,[]
73,Sat May 12 15:59:06 +0000 2018,995332549709893632,253655027,"RT @Geoelte_Spinne: #Europe, it's time to troll Britain.

Vote for #UK in #Eurovision tonight. Then next year, after Brexit day, the UK wil…",patchyend,,"[{'text': 'Europe', 'indices': [20, 27]}, {'text': 'UK', 'indices': [67, 70]}, {'text': 'Eurovision', 'indices': [74, 85]}]"
74,Sat May 12 15:59:06 +0000 2018,995332548548091905,981604816358199296,"Good luck to our girl @NettaBarzilai and a huge fuck you to the @BDSmovement.
#Eurovision #Israel12Points https://t.co/Epme5x3Zgo",LONELYHURTCLUB,,"[{'text': 'Eurovision', 'indices': [78, 89]}, {'text': 'Israel12Points', 'indices': [90, 105]}]"
75,Sat May 12 15:59:07 +0000 2018,995332551010062336,16129421,"RT @gugachacra: Falando em Eurovision, torci pelos Abelhudos no Festival dos Festivais em 1985 no Brasil. Era a música ""Dono da Terra"". Gan…",Cristiano_TUCA,,[]
76,Sat May 12 15:59:07 +0000 2018,995332551098159104,985452939350347776,"RT @empiredobrevas: This is the lyrics of ""Non Mi Avete Fatto Niente"" traslated in english. Please do NOT ignore it and vote for Italy toni…",vivodibigmac2,,[]
77,Sat May 12 15:59:07 +0000 2018,995332552054460416,293768205,"⚡️ “It's Eurovision grand final day 🎉”

https://t.co/gcD5b6j3Lg",TomFlowers,,[]
78,Sat May 12 15:59:07 +0000 2018,995332553560215553,29527161,Grimmig 😂 https://t.co/3H4bDTC9hv,Sandravdrw,,[]
79,Sat May 12 15:59:08 +0000 2018,995332554495492096,593397148,"RT @Anael_Paris: Pour cet #Eurovision, #Mercy dérange 1 partie de la #fachosphère depuis quelques jours... 😑

Il est temps de montrer à l’E…",BbLorraine54,,"[{'text': 'Eurovision', 'indices': [26, 37]}, {'text': 'Mercy', 'indices': [39, 45]}, {'text': 'fachosphère', 'indices': [69, 81]}]"
80,Sat May 12 15:59:08 +0000 2018,995332554604601344,945705735635263489,BOURRAGE DE CRÂNE 👎👎👎👎 https://t.co/L0JQzHn3Hh,Marcelounette1,,[]
81,Sat May 12 15:59:08 +0000 2018,995332556580155393,2502622437,RT @SwordGH: Belén Esteban responde a Salvador Sobral. #Eurovision2018 #AllAboard #Eurovision https://t.co/XxFPNWlipT,wintercults,,"[{'text': 'Eurovision2018', 'indices': [55, 70]}, {'text': 'AllAboard', 'indices': [71, 81]}, {'text': 'Eurovision', 'indices': [82, 93]}]"
82,Sat May 12 15:59:08 +0000 2018,995332558211768321,774515364478738433,"RT @MadameMonsieur: No matter what happens tonight, we'll smile forever thanks to you guys ! ❤️
#Eurovision #MERCY https://t.co/wNLPZ38Dil",deutsch_alexis,,"[{'text': 'Eurovision', 'indices': [96, 107]}, {'text': 'MERCY', 'indices': [108, 114]}]"
83,Sat May 12 15:59:08 +0000 2018,995332558257819649,837274663097102337,"Take a minute to read this, you will not regret

#Eurovision #esc2018 #AllAboard #12points #MetaMoro… https://t.co/zaBaVcqFsM",_Angy23,,"[{'text': 'Eurovision', 'indices': [49, 60]}, {'text': 'esc2018', 'indices': [61, 69]}, {'text': 'AllAboard', 'indices': [70, 80]}, {'text': '12points', 'indices': [81, 90]}, {'text': 'MetaMoro', 'indices': [91, 100]}]"
84,Sat May 12 15:59:09 +0000 2018,995332558861848578,788039147248287744,"I'm rooting for France, Australia, Italy, Cyprus and Finland tonight 

#Eurovision",aboutIeigh,,"[{'text': 'Eurovision', 'indices': [71, 82]}]"
85,Sat May 12 15:59:09 +0000 2018,995332558593421317,378835822,RT @fedeariasp: ¡Cómo nos está quedando el salón de este año! 😍 VUELVE #Eurovisivas reaccionando a TODO #Eurovision2018 #Eurovision #AllAbo…,TVisionNocturna,,"[{'text': 'Eurovisivas', 'indices': [71, 83]}, {'text': 'Eurovision2018', 'indices': [104, 119]}, {'text': 'Eurovision', 'indices': [120, 131]}]"
86,Sat May 12 15:59:09 +0000 2018,995332559419650048,200842001,@Mhanks7 Having to record both because of the Matt Goss concert. Will probably watch Eurovision first when I get ba… https://t.co/SpW58O3YVc,__Dippy,569204693.0,[]
87,Sat May 12 15:59:09 +0000 2018,995332561160241152,994950093508890624,"RT @Coucou22550209: #Eurovision étant bien bidouillé, on a jamais eu autant de chance de le gagner. Avec une chanson pro-migrants, Soros es…",Coucou22550209,,"[{'text': 'Eurovision', 'indices': [20, 31]}]"
88,Sat May 12 15:59:09 +0000 2018,995332561374236677,869458633,#Eurovision #AllAboard #ESC2018 #Germany #MichaelSchulte https://t.co/H5Os8DJTse,Openfordesign,,"[{'text': 'Eurovision', 'indices': [0, 11]}, {'text': 'AllAboard', 'indices': [12, 22]}, {'text': 'ESC2018', 'indices': [23, 31]}, {'text': 'Germany', 'indices': [32, 40]}, {'text': 'MichaelSchulte', 'indices': [41, 56]}]"
89,Sat May 12 15:59:09 +0000 2018,995332562695450625,717860478240698369,@StaceImpactWFan Oh fuck!  Eurovision is happening again!?!?,UncleHoov,1871827158.0,[]
90,Sat May 12 15:59:10 +0000 2018,995332563068702723,2450290194,RT @sciencry: Today is the only day you can RT this #Eurovision https://t.co/KfYiKW2kQN,RuiPedroE,,"[{'text': 'Eurovision', 'indices': [52, 63]}]"
91,Sat May 12 15:59:10 +0000 2018,995332563605606400,701112100916228096,"RT @CommonESCGirl: Is there anything better than watching Eurovision? Yes, watching EUROVISION IN SIGN LANGUAGE 😂 https://t.co/FE3G51s9xe",sirpinus,,[]
92,Sat May 12 15:59:10 +0000 2018,995332563601326081,836703489560625155,"RT @CommonESCGirl: Is there anything better than watching Eurovision? Yes, watching EUROVISION IN SIGN LANGUAGE 😂 https://t.co/FE3G51s9xe",El_juanlu_larum,,[]
93,Sat May 12 15:59:10 +0000 2018,995332564360613893,459380632,"RT @DisneySpain: Que nadie se siente sobre el mando, ¡que esta noche estaremos todos pegados a la tele! @Amaia_ot2017 y @Alfred_ot2017. ¡Mu…",AlbaAguilella14,,[]
94,Sat May 12 15:59:10 +0000 2018,995332564943622145,1203533882,"RT @BigMikesKampala: Kampala, are you ready for @Eurovision today?

We are showing them LIVE today. Book your table now. Call: 0750610417.…",SwedeninUG,,[]
95,Sat May 12 15:59:10 +0000 2018,995332564884783106,387842017,RT @isotopp: Oh how I love this idea :) Make UK win #Eurovision! https://t.co/pANWuAw98w https://t.co/K9fjEkquxK,SonstHarmlos,,"[{'text': 'Eurovision', 'indices': [52, 63]}]"
96,Sat May 12 15:59:11 +0000 2018,995332567527317504,910990807729045505,RT @SophieNewt: Today is the day we are blessed with Eurovision 🙌✨💛,Emziesss,,[]
97,Sat May 12 15:59:11 +0000 2018,995332567321767939,2808687100,RT @angelicbxtch: Vote #20 🇸🇪 #Eurovision #AllAboard https://t.co/188eZDjpaR,SagaAhlKarl,,"[{'text': 'Eurovision', 'indices': [30, 41]}, {'text': 'AllAboard', 'indices': [42, 52]}]"
98,Sat May 12 15:59:11 +0000 2018,995332569523671041,2412324534,Do I even bother with any sleep before Eurovision?,AshleyRose432,,[]
99,Sat May 12 15:59:11 +0000 2018,995332570282946561,3407179563,"RT @ShadesofNoir: #entertainment #arts #chinese #eurovision #LGBTQI #BK 

""The European Broadcasting Union (EBU) has barred one of China's…",Den_Fabrizi,,"[{'text': 'entertainment', 'indices': [18, 32]}, {'text': 'arts', 'indices': [33, 38]}, {'text': 'chinese', 'indices': [39, 47]}, {'text': 'eurovision', 'indices': [48, 59]}, {'text': 'LGBTQI', 'indices': [60, 67]}, {'text': 'BK', 'indices': [68, 71]}]"
